商品名,原价,活动价,页面网址,月销量,图片地址,评论时间,评论人,评价内容,追评,追评时间,属性1,属性2,属性3
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuymBBLw7VJ6pkpNEb9voWJW1YGRwbaW6EKogBTXAQCFJHfYpm1RueJNaH1oNYJaTzBH1oJQYgq9VkVx5F2ZwTmbqUjUzb6pN3Zg9yJmPizQ82s7ui
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",23天前,z**g,颜色很搭，一级能效，非常不错,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRhe4Dv5efGYcp5SgCw9PVZi5mVRfnomberFZ5n6CuYaU4dQQjUP6xFy9zV3wbtpmo2J4ZoXHKHdhVQQCZNJpe11Y4a75NVCnYy6wGCQu1xgRwGvw3KPLuxFWHLuUTyYWK7b4NQGuWu19Vcu5wHrbRChcM
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",23天前,无**5,制冷 热效果：好 非常好 功率大小：好 安装服务：非常非常的好空调真的很不错，比实体店还便宜，制热也很好，按装师傅也不细心，态度也好，按完了还告诉有什么问题可以给他打电话，祝老板生意兴隆  ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNefKnQzQQqKfdvFnj4gcj26w1mdpSbyba7hrQj1HMUwWqYeonPEkMcYHXjzhdPgQDGN4Vyemnceu854jTw7CXkzayBy73wUNKbRjH1kGDd2G4UcuuB3YrKDi5bfRsRjXGgVUi35rtQfoTSTVVFRYZ27R6R
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",23天前,t**5,上午收到空调，下午安装师傅就来安装好，师傅试机空调静音效果好，运行速度快，美的是值得信赖的大品牌，价格实惠。,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",24天前,云**v,制冷效果又快又好，家里差不多都是美的的电器，很实用，很多美的的产品都能手机远程控制，非常方便 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",26天前,d**2,安装服务：全屋美居，非常智能，美的东西好，送装一体师傅也专业。好评  ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRhe4Dv5efGYcp5SgCw9PVZxND8AbxFjf2uY4DNsRQ6r5T1YXGLz7RQAH64LyRGwYpocie9LKVYGk7zD9gDXbnjEAmDbby7FK6UWx27CC8h89iqkmM6ign5EtWLixDXv3N3ZW9jiVL4QBGUrGdNGXACoGu
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",26天前,何**焱,"主卧1.5P,颜值超高，上门安装，试运行没有问题，就等天热了用起来。 ",0天后追评颜值非常高，期待效果。,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuymAGG3qd6pxpVLMiaAarVwSX7b4mKMMFZP4AvMjm8i1zuTPqmm7EUaj221o8HTNfDDTh9o5bGTda4Tzu37ZQb6PAP3Vx9JZsMsFtMYMGpzwpjBXB
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",26天前,一**5,先安装 ，半年后入住。还没使用。 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",27天前,冬**娟,发货速度快，安装也比较有效率。,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNefKnQzQQqKfdvFnj4gcj26mWi6EmVxuJLX3HZSFFAruXMxPYwJ7TeuMhad3gPLUpSi7nqpweFsLeuxmMXffoc1WNH88MaQ1pyJ7jevSsXHGLYkRwAAHHcBXf3ZPDqeUasKsqvN2b9LJrjQW58FdW7JtEM
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",27天前,l**8,快递真的很快啊，隔天就送达了，安装师傅很热情，安装很快，调试的也很好，制冷速度也快，简直太喜欢了 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",27天前,夏**2,挺好的，家里都是用这款。出风挺快的,1天后追评空调很好用，连接美的美居还送4年压缩机保修。这个App连接过后使用很方便。,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuymBDjauzYQtBfX7bpWoE7zc5HbkHuGRgAXdx9nKw2Qks41TuQQxHeyiMY3HgRFDETQZXKqUpnmcqPEGpnRAiRCJ39kTsjm9fnMBaffvHncDfmeaL
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,x**h,挂机一次买的3台，美的的牌子值得信任，我弟也是全部买的美的，性价比超高,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",29天前,我**4,安装服务：挺好！师傅认真专业！调试好才算完成！送按一次搞定！不用再约时间！这样挺好！ ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRhe4Dv5efGYcp5SgCw9PVa1Xytt7LJhpRg1Zi3JpkW3YnLa8dYUk7cNbkmavV7bbtUzfjh6gTAtJA3brVJ5QRMaF8tQbTzX73SuFBMvs7WrA9HhtCL4LY9htB5MDFtUB9FpwQXZkdchiGr2N2FjUCMSp1
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",29天前,尤**4,此用户没有填写评价。,0天后追评安装很快，空调的风力很给力，效果快，一下就出风了，而且手机可以连空调，以后手机可以直接操作非常nice,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNjEffbDJG2RAvT43etG5UeNCnZski24wTJAPZm98T8fQFMTDSjJeQc3LBFeLdRXC2SQ36njh2aGMmW9bZ4We5vkpf1HcMh3ZCtPCcgVxuDSozg6He2uxs4Nr8uJEUggwxkJCprq4FoowhcESbgMx7KkNcZ
//gw.alicdn.com/imgextra/i3/O1CN01vjq8Sg1G3jOXfAIDs_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN01LxDtBZ1G3jOLVpZuf_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN016Jv1oP1G3jOU3dj2w_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN0186UOKT1G3jOGpJgs1_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01nLecfP1G3jONabk5s_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN012eSLCz1G3jOVhoOmt_!!0-rate.jpg_110x10000q90.jpg_.webp",21天前,t**2,功率大小：这个我也不懂就是整体感觉挺好 安装服务：是送装一体服务 师傅特别好 制冷 热效果：现在的气温制冷启动不了只能等热了在追评来 制热可以 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNJWudGXUKu2fqHvyUHbjkXT7MXQ6r3cgkeiWAVgyk4UsBhLvBPMaNxxxgBD8GiiybCzpfjniHAyEjMYsDAXR1VsGwB1X1VjTtrv5MWBDED1k8rKKsaa2t92YcuJhzVTRDoeLtyXURdNcCGUBaXGwGENFub
//gw.alicdn.com/imgextra/i4/O1CN012H1siC2CI9a6a84x7_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN016SvZgP2CI9a6aB1v8_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN015OWMQH2CI9a0bgG8M_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01hWw5IW2CI9a9oiCRs_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN01ETJ7Tf2CI9a7LVgDR_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01yuPaLx2CI9a7LVXvW_!!0-rate.jpg_110x10000q90.jpg_.webp",12天前,林**人,哈哈，终于搬进新家，千挑万选还是选了大美的，样子好看，最近搞活动，买的多也便宜，步梯3楼，师傅也是直接送进门，安装师傅很专业，穿着工服过来，客服小姐姐也是甜甜哒。 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNjEffbDJG2RAvT43etG5UeMnkbxYyZnW37dAs1ohzy6jGm59kqsJWs1PkFttaGH2gmndeiWA1sWGb15nELaMuvZwyLN9juFLYcxMMWGcLWvbcnC66HaiqHyaYTPhN33g47FBqSsvUguyAeFzKXpsGypG17
//gw.alicdn.com/imgextra/i1/O1CN01SplPXR2Hugz8abHvA_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN01Zh9Jzp2Hugz8acA2E_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01vYuB9I2Hugz98oKyF_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN01p7ADsI2HugzAHOE81_!!0-rate.jpg_110x10000q90.jpg_.webp",26天前,何**焱,功率大小：功率刚刚好，小芳房间1P够了 安装服务：上门安装很好，速度快 制冷 热效果：师傅测试没问题 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNjEffbDJG2RAvT43etG5UeMt214dtPeePL2uoLLpqqm6eF3C1hJrRFNxizozFNUtCzKiUAaSGL5AdDBLnB8zh7cGjAwLop8UWX1xFjMCnNWwZVaBjJxshFpFNDcPy8AWyMuVbAZ7US8NyuVo2WTtDwSsu3
//gw.alicdn.com/imgextra/i2/O1CN01BRrVKM1XCkfNXB1uG_!!2-rate.png_110x10000.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN01A4K2MU1XCkfQNdOcp_!!2-rate.png_110x10000.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN016kH31S1XCkfM4pK4f_!!2-rate.png_110x10000.jpg_.webp",6天前,t**6,原来准备买其他牌子的，都已经加入购物车对比了，突然之间看到这家的功能就被吸引了，觉得这样挺便利，而且价格也不贵，坚决下单买了台，在购买过程中，不论是客服，还是安得物流的配送安装人员，服务都很周到，不错。,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNjEffbDJG2RAvT43etG5UeMnkbxYyZnW37dAs1ohzy6jGm59kqsJWs1PkFttaGH2gmndeiWA1sWGb15nELaMuvZwyLN9juFLYcxMMWGcLWvbcnC66HaiqHyaYTPhN33g47FBqSsvUguyAeFzKXpsGypG17
//gw.alicdn.com/imgextra/i3/O1CN01J3oSeE2Hugz98uuuY_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01UMLVYP2HugyuDdbQE_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN01E93t492Hugz4Yxdko_!!0-rate.jpg_110x10000q90.jpg_.webp",26天前,何**焱,儿童房的，8平米左右，提前安装好了，美的服务态度好，当天就装好了 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",7天前,y**c,功率大小：小房间足够用了  安装服务：简直不要太快啦  制冷 热效果：非常好，非常迅速  配送准时：准时上门配送安装 外观也非常潮流，很喜欢，下次还会买,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i3/O1CN01h7GVLJ2H6JQKtlpd4_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01PhfIld2H6JQJq6Soc_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN01TPOvS02H6JQFven8n_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN01rq1bLW2H6JQNQLbo2_!!0-rate.jpg_110x10000q90.jpg_.webp",7天前,y**c,这个空调真的太好用啦，已经买了一台啦，谁懂啊家人们，怎么会有制冷制热这么快的空调呀，咱们就是说一整个好用住啦，下套房子还会再买哒。,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNjEffbDJG2RAvT43etG5UeNMDuXb8pi7NqQzk3UJP4o5K6WxqZRro3PPxtS4nfVR3ipwGcWteqz5opRrwHaNbSyZnnqK5w8pcJwKxfHfu9FjRvKWooMD6VxsseDJy6PUhq5SanQFu9uQgDWhTBg2Ao4wgu
//gw.alicdn.com/imgextra/i3/O1CN01p2JKAu1oBEonBV85k_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN01VQYb921oBEon7kuF0_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01gABxLx1oBEonBYDTO_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN01C5D1Y71oBEop2nkE9_!!0-rate.jpg_110x10000q90.jpg_.webp",29天前,何**沫,第一次在淘宝买电器！一般都在京东，没想到那么快，次日达，并且空调效果很好，安装师傅也很专业哦，哈哈 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuym9AmZtv93Bo5nHDTYwmakP8xJpXMhpm3ugFToJgTFKbCJbc9js3v1HpaJyHPbjhZoMzdBPB8wCxbgGyWi9d9YchWrdYY4CvnMDzJ2Y8aeRFpMAs
//gw.alicdn.com/imgextra/i1/O1CN01e7OwMu1EDglnh4bC4_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01ruUcHv1EDgloMhmvz_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN019whrFV1EDglmvESxr_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN011avLzh1EDglnh3zmV_!!0-tbbala.jpg_110x10000q90.jpg_.webp",1个月前,t**2,一次性买了四个，颜值很高，还没搬进去住，不知道具体效果怎么样，但是安装师傅人很好，负责敬业，具体效果等用上了再来回评。  ,,, 极地白,,
